Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,New_Item_type,Outlet_Age,Item_Age,Visibility_Avg,Visibility_Ratio,Item_MRP_Log,Item_Weight_x_Item_Visibility,Item_Weight_x_Outlet_Age,MRP_x_Visibility,Visibility_x_Size,Visibility_x_Tier,Visibility_x_OutletType
FDF41,12.15,Low Fat,0.131383762,Frozen Foods,246.046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1231.73,FOOD,14,1972.0,0.13136499866666665,1.0001428335821854,5.50957455410624,1.5963127083,170.1,32.326449105052,0.262767524,0.131383762,0.131383762
FDB56,8.75,Regular,0.07461309,Fruits and Vegetables,187.4556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,FOOD,9,1957.0,0.07470972716666667,0.998706498198674,5.2388624353766975,0.6528645375000001,78.75,13.986641553804002,0.07461309,0.14922618,0.07461309
NCP18,12.15,Low Fat,0.028459761,Household,149.9708,OUT027,1985,Medium,Tier 3,Supermarket Type3,4363.6532,Non-Consumable,28,1995.0,0.028632081857142857,0.9939815463645768,5.017086440631644,0.34578609615,340.2,4.2681331249787995,0.056919522,0.085379283,0.085379283
FDB56,8.75,Regular,0.074627201,Fruits and Vegetables,187.8556,OUT046,1997,Small,Tier 1,Supermarket Type1,1314.2892,FOOD,16,1957.0,0.07470972716666667,0.998895375879468,5.240982701882706,0.6529880087500001,140.0,14.019137620175602,0.074627201,0.074627201,0.074627201
FDT28,13.3,Low Fat,0.063695084,Frozen Foods,151.0708,OUT045,2002,Small,Tier 2,Supermarket Type1,1805.6496,FOOD,11,1985.0,0.06365323333333334,1.000657479038771,5.024346201873718,0.8471446172,146.3,9.6224672959472,0.063695084,0.127390168,0.063695084
FDD10,20.6,Regular,0.045797829,Snack Foods,178.5344,OUT027,1985,Medium,Tier 3,Supermarket Type3,2854.9504,FOOD,28,2003.0,0.05123543066666666,0.8938702847636193,5.190366833021112,0.9434352774,576.8000000000001,8.1764879218176,0.091595658,0.13739348699999998,0.13739348699999998
FDW57,8.31,Regular,0.115857223,Snack Foods,179.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616,FOOD,14,1956.0,0.11606237125,0.9982324309955884,5.193527798979437,0.96277352313,116.34,20.7503530395244,0.231714446,0.115857223,0.115857223
DRB48,16.75,Regular,0.024832806,Soft Drinks,38.7822,OUT013,1987,High,Tier 3,Supermarket Type1,667.7974,Drinks,26,1965.0,0.027650095000000003,0.898109247002587,3.683419576069558,0.41594950049999996,435.5,0.9630708488532,0.074498418,0.074498418,0.024832806
FDP09,19.75,Low Fat,0.034027909,Snack Foods,212.0902,OUT018,2009,Medium,Tier 3,Supermarket Type2,3185.853,FOOD,4,2004.0,0.038983281800000005,0.8728846682169278,5.361715550247945,0.6720512027500001,79.0,7.216986025391801,0.068055818,0.10208372700000001,0.068055818
FDH14,17.1,Regular,0.0467696,Canned,141.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408,FOOD,26,1999.0,0.05639142028571429,0.8293743935342626,4.95712058682867,0.79976016,444.6,6.603109852479999,0.1403088,0.1403088,0.0467696
FDA47,10.5,Regular,0.116576702,Baking Goods,163.121,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331,FOOD,26,1966.0,0.1167684238,0.9983581023554075,5.10060396065803,1.224055371,273.0,19.016108206942,0.349730106,0.349730106,0.116576702
FDG12,6.635,Regular,0.006336295,Baking Goods,121.3098,OUT045,2002,Small,Tier 2,Supermarket Type1,2530.7058,FOOD,11,2001.0,0.006336295,1.0,4.806557170308662,0.042041317324999994,72.985,0.768654679191,0.006336295,0.01267259,0.006336295
DRE60,9.395,Low Fat,0.2262488690400001,Soft Drinks,225.372,OUT019,1985,Small,Tier 1,Grocery Store,679.116,Drinks,28,1953.0,0.17070509567333336,1.325378531599063,5.422179663768994,2.125608124630801,263.06,50.990160113282904,0.2262488690400001,0.2262488690400001,0.0
DRK49,14.15,Low Fat,0.035913805,Soft Drinks,41.4138,OUT013,1987,High,Tier 3,Supermarket Type1,812.276,Drinks,26,1964.0,0.03595178783333334,0.9989435064117139,3.747473780981602,0.50818034075,367.90000000000003,1.487327137509,0.10774141500000001,0.10774141500000001,0.035913805
FDD03,13.3,Low Fat,0.079806266,Dairy,232.53,OUT046,1997,Small,Tier 1,Supermarket Type1,699.09,FOOD,16,2010.0,0.0799452682,0.9982612829610846,5.453310548513535,1.0614233378,212.8,18.55735103298,0.079806266,0.079806266,0.079806266
FDS52,8.89,Low Fat,0.005505481,Frozen Foods,102.4016,OUT017,2007,Small,Tier 2,Supermarket Type1,2732.4432,FOOD,6,1961.0,0.0064540375,0.8530289760479389,4.638620435842424,0.04894372609,53.34,0.5637700631696,0.005505481,0.011010962,0.005505481
FDW39,6.69,Regular,0.064625342,Meat,176.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437,FOOD,28,1974.0,0.0424463144,1.5225195146742825,5.181429555058895,0.43234353798,187.32000000000002,11.434614137454002,0.064625342,0.064625342,0.0
FDX34,6.195,Low Fat,0.071636937,Snack Foods,121.7098,OUT027,1985,Medium,Tier 3,Supermarket Type3,4097.3332,FOOD,28,1979.0,0.07201702033333333,0.99472231242595,4.809822218128111,0.44379082471500003,173.46,8.7189172748826,0.143273874,0.21491081099999998,0.21491081099999998
FDV11,9.1,Regular,0.10004742100000001,Breads,173.2054,OUT045,2002,Small,Tier 2,Supermarket Type1,3151.8972,FOOD,11,2002.0,0.100047421,1.0000000000000002,5.160235062789842,0.9104315311000001,100.1,17.328753573273403,0.10004742100000001,0.20009484200000002,0.10004742100000001
FDD17,7.5,Low Fat,0.032677678,Frozen Foods,239.0906,OUT049,1999,Medium,Tier 1,Supermarket Type1,5942.265,FOOD,14,1996.0,0.036336647166666666,0.8993036107628771,5.481016352106793,0.24508258500000002,105.0,7.8129256396268,0.065355356,0.032677678,0.032677678
FDZ16,16.85,Regular,0.160760054,Frozen Foods,192.4478,OUT017,2007,Small,Tier 2,Supermarket Type1,4843.695,FOOD,6,1997.0,0.18198132668000003,0.8833876361539227,5.265007708634195,2.7088069099000003,101.10000000000001,30.9379187201812,0.160760054,0.321520108,0.160760054
FDZ46,7.485,Low Fat,0.06911065,Snack Foods,109.0228,OUT035,2004,Small,Tier 2,Supermarket Type1,2542.0244,FOOD,9,1967.0,0.069315463,0.997045204761887,4.700687617041665,0.5172932152499999,67.36500000000001,7.53463657282,0.06911065,0.1382213,0.06911065
DRA12,11.6,Low Fat,0.041177505,Soft Drinks,140.3154,OUT017,2007,Small,Tier 2,Supermarket Type1,2552.6772,Drinks,6,2001.0,0.047934265499999996,0.859041117465334,4.950994271720585,0.477659058,69.6,5.777838085077001,0.041177505,0.08235501,0.041177505
FDY58,11.65,Low Fat,0.040081193,Snack Foods,227.0694,OUT018,2009,Medium,Tier 3,Supermarket Type2,1141.847,FOOD,4,1955.0,0.040068738,1.000310840835566,5.429649968603344,0.46694589845,46.6,9.1012124457942,0.080162386,0.120243579,0.080162386
NCF19,13.0,Low Fat,0.035307322,Household,47.5034,OUT017,2007,Small,Tier 2,Supermarket Type1,680.4476,Non-Consumable,6,1994.0,0.0404096326,0.8737352885509778,3.881633898579114,0.458995186,78.0,1.6772178398948,0.035307322,0.070614644,0.035307322
DRJ13,12.65,Low Fat,0.063017847,Soft Drinks,159.0578,OUT045,2002,Small,Tier 2,Supermarket Type1,2085.9514,Drinks,11,2000.0,0.07006537183333333,0.8994150084567096,5.075534999998756,0.79717576455,139.15,10.023480104556599,0.063017847,0.126035694,0.063017847
FDB14,20.25,Regular,0.171938781,Canned,92.512,OUT010,1998,Small,Tier 3,Grocery Store,186.424,FOOD,15,1999.0,0.114278048,1.5045652599876402,4.5380897703054695,3.4817603152500003,303.75,15.906400507872002,0.171938781,0.515816343,0.0
FDJ38,8.6,Regular,0.040197932,Canned,190.153,OUT035,2004,Small,Tier 2,Supermarket Type1,3036.048,FOOD,9,1975.0,0.0402743095,0.9981035677346621,5.253074154500039,0.3457022152,77.39999999999999,7.643757363595999,0.040197932,0.080395864,0.040197932
FDW11,12.6,Low Fat,0.049058014,Breads,62.7194,OUT017,2007,Small,Tier 2,Supermarket Type1,866.8716,FOOD,6,2002.0,0.0488368158,1.0045293329709672,4.1544890688016585,0.6181309763999999,75.6,3.0768892032716,0.049058014,0.098116028,0.049058014
FDL40,17.7,Low Fat,0.01161096,Frozen Foods,95.041,OUT035,2004,Small,Tier 2,Supermarket Type1,868.869,FOOD,9,1973.0,0.012917764,0.898836671733591,4.564775183627041,0.20551399199999998,159.29999999999998,1.10351724936,0.01161096,0.02322192,0.01161096
DRI49,14.15,Low Fat,0.183507295,Soft Drinks,82.4276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,Drinks,16,1964.0,0.18377854225,0.9985240537514383,4.423979189869507,2.59662822425,226.4,15.126065909341998,0.183507295,0.183507295,0.183507295
FDV38,19.25,Low Fat,0.102349519,Dairy,52.7956,OUT017,2007,Small,Tier 2,Supermarket Type1,928.1252,FOOD,6,1975.0,0.11796849266666667,0.8676004642120854,3.9851916794365962,1.97022824075,115.5,5.4036042653164,0.102349519,0.204699038,0.102349519
DRG23,8.88,Low Fat,0.086708987,Hard Drinks,151.7682,OUT013,1987,High,Tier 3,Supermarket Type1,762.341,Drinks,26,1990.0,0.08674821216666666,0.9995478273766462,5.028921739890205,0.76997580456,230.88000000000002,13.1596668808134,0.260126961,0.260126961,0.086708987
NCP30,20.5,Low Fat,0.032835147,Household,40.2822,OUT045,2002,Small,Tier 2,Supermarket Type1,707.0796,Non-Consumable,11,1983.0,0.03278712533333333,1.001464650108189,3.7204314143268453,0.6731205135,225.5,1.3226719584834001,0.032835147,0.065670294,0.032835147
FDY25,12.0,Low Fat,0.033809913,Canned,180.5976,OUT027,1985,Medium,Tier 3,Supermarket Type3,7968.2944,FOOD,28,1988.0,0.0340019908,0.994350983707695,5.201793250220832,0.40571895599999996,336.0,6.1059891440088,0.067619826,0.10142973899999999,0.10142973899999999
NCH54,13.5,Low Fat,0.07266912,Household,160.292,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,Non-Consumable,16,1959.0,0.0899123865,0.8082214567844889,5.0832163868770115,0.9810331200000001,216.0,11.648278583040002,0.07266912,0.07266912,0.07266912
NCR53,12.15,Low Fat,0.144338493,Health and Hygiene,224.4404,OUT027,1985,Medium,Tier 3,Supermarket Type3,6976.2524,Non-Consumable,28,1960.0,0.1730588582019048,0.8340427904106634,5.418055822456816,1.7537126899500002,340.2,32.3953891043172,0.288676986,0.43301547900000004,0.43301547900000004
FDS52,8.89,Low Fat,0.009163216,Frozen Foods,101.7016,OUT010,1998,Small,Tier 3,Grocery Store,101.2016,FOOD,15,1961.0,0.0064540375,1.4197649145980327,4.631827696170507,0.08146099024,133.35000000000002,0.9319137283456,0.009163216,0.027489648,0.0
FDG02,7.855,Low Fat,0.011307038,Canned,188.5188,OUT018,2009,Medium,Tier 3,Supermarket Type2,952.094,FOOD,4,2011.0,0.0129633086,0.8722339603949565,5.24448822804492,0.08881678349000001,31.42,2.1315892353144,0.022614076,0.033921114,0.022614076
NCO26,7.235,Low Fat,0.076855628,Household,116.0492,OUT046,1997,Small,Tier 1,Supermarket Type1,1969.4364,Non-Consumable,16,1987.0,0.07696089333333334,0.9986322230840355,4.762594359227531,0.55605046858,115.76,8.9190341448976,0.076855628,0.076855628,0.076855628
FDH35,18.25,Low Fat,0.059956876,Starchy Foods,165.4526,OUT027,1985,Medium,Tier 3,Supermarket Type3,5262.4832,FOOD,28,1978.0,0.068386192,0.8767395032026348,5.114710584205437,1.094212987,511.0,9.920021022077599,0.119913752,0.179870628,0.179870628
FDB51,6.92,Low Fat,0.038532062,Dairy,60.5852,OUT045,2002,Small,Tier 2,Supermarket Type1,1314.2892,FOOD,11,1962.0,0.038522888166666665,1.0002381398116789,4.120421581932219,0.26664186904,76.12,2.3344726826824,0.038532062,0.077064124,0.038532062
FDX44,9.3,Low Fat,0.043209581,Fruits and Vegetables,90.8172,OUT017,2007,Small,Tier 2,Supermarket Type1,535.3032,FOOD,6,1969.0,0.04300536416666667,1.0047486362989948,4.519799643910456,0.4018491033,55.800000000000004,3.9241731595931997,0.043209581,0.086419162,0.043209581
NCN07,18.5,Low Fat,0.056816465,Others,132.1284,OUT010,1998,Small,Tier 3,Grocery Store,263.6568,Non-Consumable,15,2006.0,0.03724426828571429,1.5255089605772434,4.891314076043655,1.0511046025,277.5,7.507068614105999,0.056816465,0.170449395,0.0
NCC31,8.02,Low Fat,0.019866705,Household,154.5972,OUT035,2004,Small,Tier 2,Supermarket Type1,1402.1748,Non-Consumable,9,1982.0,0.024342380666666667,0.8161364852536608,5.04727061672377,0.15933097409999997,72.17999999999999,3.0713369662259993,0.019866705,0.03973341,0.019866705
NCX54,9.195,Low Fat,0.048331717,Household,105.1622,OUT017,2007,Small,Tier 2,Supermarket Type1,1693.7952,Non-Consumable,6,1959.0,0.05271483,0.9168523734212936,4.664968113245547,0.44441013781500005,55.17,5.082669689497401,0.048331717,0.096663434,0.048331717
NCO55,12.8,Low Fat,0.091221855,Others,105.5938,OUT045,2002,Small,Tier 2,Supermarket Type1,2143.876,Non-Consumable,11,1958.0,0.1169996808,0.7796761014753127,4.669025348689463,1.1676397440000001,140.8,9.632462312499001,0.091221855,0.18244371,0.091221855
NCC30,16.6,Low Fat,0.027622076,Household,177.6344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2676.516,Non-Consumable,14,1983.0,0.0312986854,0.8825315072178719,5.185341259078163,0.45852646160000005,232.40000000000003,4.9066308970143995,0.055244152,0.027622076,0.027622076
FDI16,14.0,Regular,0.1540292196,Frozen Foods,53.064,OUT035,2004,Small,Tier 2,Supermarket Type1,905.488,FOOD,9,1997.0,0.15386058294000002,1.0010960354938063,3.990168529971934,2.1564090744,126.0,8.173406508854399,0.1540292196,0.3080584392,0.1540292196
FDP16,18.6,Low Fat,0.039355947,Frozen Foods,246.3802,OUT049,1999,Medium,Tier 1,Supermarket Type1,7370.406,FOOD,14,1997.0,0.04467887499999999,0.8808625329084496,5.510926424419332,0.7320206142000001,260.40000000000003,9.696526093049401,0.078711894,0.039355947,0.039355947
FDB11,16.0,Low Fat,0.060836524,Starchy Foods,226.8404,OUT035,2004,Small,Tier 2,Supermarket Type1,6301.1312,FOOD,9,2002.0,0.0609480382,0.9981703397961053,5.428645383840047,0.973384384,144.0,13.8001814387696,0.060836524,0.121673048,0.060836524
NCB06,17.6,Low Fat,0.082316506,Health and Hygiene,160.692,OUT035,2004,Small,Tier 2,Supermarket Type1,1597.92,Non-Consumable,9,2007.0,0.09342364700000001,0.8811099613784076,5.085693291023977,1.4487705056,158.4,13.227603982152,0.082316506,0.164633012,0.082316506
FDA45,21.25,Low Fat,0.155350299,Snack Foods,178.237,OUT035,2004,Small,Tier 2,Supermarket Type1,529.311,FOOD,9,1968.0,0.15538706959999998,0.9997633612623326,5.188708952442456,3.30119385375,191.25,27.689171242862997,0.155350299,0.310700598,0.155350299
NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1969.4364,Non-Consumable,9,1987.0,0.07696089333333334,0.9984433869184124,4.775328064281138,0.555945322325,65.11500000000001,9.032609244374,0.076841095,0.15368219,0.076841095
DRJ25,14.6,Low Fat,0.151419185,Soft Drinks,50.3692,OUT017,2007,Small,Tier 2,Supermarket Type1,1034.6532,Drinks,6,1988.0,0.15106863025,1.0023204999570055,3.939038771066107,2.210720101,87.6,7.626863213102,0.151419185,0.30283837,0.151419185
FDR28,13.85,Regular,0.026001976,Frozen Foods,161.521,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331,FOOD,4,1985.0,0.0259539524,1.0018503386019926,5.090807224189446,0.36012736759999997,55.4,4.199865165496,0.052003952,0.078005928,0.052003952
FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2768.3964,FOOD,4,2009.0,0.080736027,0.9067754473476878,5.291507230119486,0.99930895155,54.6,14.4693054496422,0.146418894,0.219628341,0.146418894
DRK12,9.5,Low Fat,0.041683481,Soft Drinks,31.29,OUT027,1985,Medium,Tier 3,Supermarket Type3,898.83,Drinks,28,2001.0,0.041930889857142856,0.994099603943876,3.4747575847701837,0.3959930695,266.0,1.30427612049,0.083366962,0.125050443,0.125050443
FDX20,7.365,Low Fat,0.042560252,Fruits and Vegetables,226.172,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208,FOOD,16,1993.0,0.04614628388888889,0.9222899096810624,5.425707439815773,0.31345625598,117.84,9.625937315344,0.042560252,0.042560252,0.042560252
NCI18,18.35,Low Fat,0.014081156,Household,223.5746,OUT018,2009,Medium,Tier 3,Supermarket Type2,3589.9936,Non-Consumable,4,1995.0,0.014043825833333334,1.0026581194547473,5.414207945971527,0.25838921260000003,73.4,3.1481888202376,0.028162312,0.042243468,0.028162312
FDB36,5.465,Regular,0.0485448542,Baking Goods,132.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.3252,FOOD,4,1977.0,0.0485448542,1.0,4.894570281792236,0.265297628203,21.86,6.435232089372921,0.0970897084,0.14563456260000002,0.0970897084
FDN13,18.6,Low Fat,0.152918384,Breakfast,99.8358,OUT017,2007,Small,Tier 2,Supermarket Type1,1910.1802,FOOD,6,2000.0,0.16463643767333336,0.9288246645825514,4.613493451313494,2.8442819424,111.60000000000001,15.2667292013472,0.152918384,0.305836768,0.152918384
DRD24,13.85,Low Fat,0.030969274,Soft Drinks,140.9154,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,Drinks,6,1989.0,0.03378398957142857,0.9166849265840112,4.955231105409137,0.42892444490000003,83.1,4.364047633419601,0.030969274,0.061938548,0.030969274
FDQ28,14.0,Regular,0.060376776,Frozen Foods,154.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2471.4496,FOOD,26,1985.0,0.06042678525,0.9991723992962211,5.047067507611057,0.845274864,364.0,9.3321726085056,0.181130328,0.181130328,0.060376776
FDM22,14.0,Regular,0.04192285,Snack Foods,54.764,OUT013,1987,High,Tier 3,Supermarket Type1,1331.6,FOOD,26,1991.0,0.0497724745,0.8422898483779423,4.021128499890842,0.5869198999999999,364.0,2.2958629574,0.12576854999999998,0.12576854999999998,0.04192285
FDR07,21.35,Low Fat,0.077367431,Fruits and Vegetables,97.0094,OUT027,1985,Medium,Tier 3,Supermarket Type3,1808.9786,FOOD,28,2006.0,0.1054187375,0.7339058770268426,4.585063392438046,1.6517946518500002,597.8000000000001,7.5053680608514,0.154734862,0.23210229300000002,0.23210229300000002
FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2,3315.684,FOOD,4,1988.0,0.05427671700000001,0.8445280690060895,5.409615420088615,0.27067463595499996,23.62,10.2010921699216,0.091676422,0.137514633,0.091676422
DRF49,7.27,Low Fat,0.071077939,Soft Drinks,114.2518,OUT046,1997,Small,Tier 1,Supermarket Type1,2618.5914,Drinks,16,1964.0,0.08006145766666667,0.8877922170232116,4.7471192999760525,0.51673661653,116.32,8.1207824710402,0.071077939,0.071077939,0.071077939
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728,FOOD,16,1962.0,0.10539173166666667,0.8981717019262059,5.373220736574699,0.582631506005,98.48,20.309843282276002,0.094659871,0.094659871,0.094659871
DRL01,19.5,Regular,0.077608838,Soft Drinks,233.4958,OUT017,2007,Small,Tier 2,Supermarket Type1,5375.0034,Drinks,6,2012.0,0.09289356957142857,0.8354597455782373,5.457437677278179,1.513372341,117.0,18.1213377158804,0.077608838,0.155217676,0.077608838
FDP25,15.2,Low Fat,0.021327477,Canned,216.8824,OUT017,2007,Small,Tier 2,Supermarket Type1,2838.9712,FOOD,6,1988.0,0.024584102222222223,0.8675312528078218,5.383955467692552,0.3241776504,91.19999999999999,4.6255543977048,0.021327477,0.042654954,0.021327477
FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1743.0644,FOOD,4,1963.0,0.04242364825,1.0014566345080893,4.836318414221587,0.5161981446,48.6,5.310875933042399,0.084970888,0.127456332,0.084970888
NCB30,14.6,Low Fat,0.025578526,Household,198.8084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5555.4352,Non-Consumable,28,1983.0,0.030928842142857144,0.8270120776541009,5.297358907372753,0.3734464796,408.8,5.0852258284184,0.051157052,0.076735578,0.076735578
FDW11,12.6,Low Fat,0.0489808,Breads,61.9194,OUT018,2009,Medium,Tier 3,Supermarket Type2,619.194,FOOD,4,2002.0,0.0488368158,1.00294827166025,4.141854542225983,0.6171580799999999,50.4,3.03286174752,0.0979616,0.1469424,0.0979616
NCM43,14.5,Low Fat,0.019471688,Others,164.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,Non-Consumable,9,1970.0,0.023438414999999997,0.8307595884789992,5.110908893305518,0.28233947600000003,130.5,3.209343087848,0.019471688,0.038943376,0.019471688
FDK44,16.6,Low Fat,0.122918852,Fruits and Vegetables,173.0738,OUT017,2007,Small,Tier 2,Supermarket Type1,3823.0236,FOOD,6,1969.0,0.12230854449999999,1.0049899007669085,5.159479347224496,2.0404529432,99.60000000000001,21.2740328072776,0.122918852,0.245837704,0.122918852
FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294,FOOD,26,1998.0,0.05746993242857142,0.9983272047745853,5.026748771899669,0.6770108046,306.8,8.6884927467702,0.17212139099999998,0.17212139099999998,0.057373797
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996,FOOD,26,1982.0,0.044196145400000005,0.9990825353742273,5.1920219695803835,0.5784383207,340.59999999999997,7.896424891584599,0.132466791,0.132466791,0.044155597
FDI32,17.7,Low Fat,0.2262488690400001,Fruits and Vegetables,115.1834,OUT010,1998,Small,Tier 3,Grocery Store,345.5502,FOOD,15,1981.0,0.19498461986857146,1.1603421295100207,4.7551699770699,4.004604982008002,265.5,26.06011398218195,0.2262488690400001,0.6787466071200003,0.0
FDR47,17.85,Low Fat,0.08760952874999998,Breads,196.5794,OUT010,1998,Small,Tier 3,Grocery Store,585.2382,FOOD,15,1966.0,0.08760952875,0.9999999999999999,5.286140528867107,1.5638300881874998,267.75,17.222228595957745,0.08760952874999998,0.26282858624999994,0.0
